# Site: https://lucaberton.com/
# Run Date: 2026-06-05T22:54:41.027Z
# Pages Crawled: 1561
# Total Issues: 3486

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rhel-ai-use-cases-enterprise-applications,og:url (https://lucaberton.com/blog/rhel-ai-use-cases-enterprise-applications/) doesn't match canonical (https://lucaberton.com/blog/rhel-ai-use-cases-enterprise-applications),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rhel-vs-ubuntu-server-2026,og:url (https://lucaberton.com/blog/rhel-vs-ubuntu-server-2026/) doesn't match canonical (https://lucaberton.com/blog/rhel-vs-ubuntu-server-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/risc-v-summit-europe-2026-book-signing,og:url (https://lucaberton.com/blog/risc-v-summit-europe-2026-book-signing/) doesn't match canonical (https://lucaberton.com/blog/risc-v-summit-europe-2026-book-signing),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rise-of-ai-warfare-human-control,og:url (https://lucaberton.com/blog/rise-of-ai-warfare-human-control/) doesn't match canonical (https://lucaberton.com/blog/rise-of-ai-warfare-human-control),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rocky-linux-10-rhel-alternative,og:url (https://lucaberton.com/blog/rocky-linux-10-rhel-alternative/) doesn't match canonical (https://lucaberton.com/blog/rocky-linux-10-rhel-alternative),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rocky-linux-vs-alma-linux,og:url (https://lucaberton.com/blog/rocky-linux-vs-alma-linux/) doesn't match canonical (https://lucaberton.com/blog/rocky-linux-vs-alma-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/root-cause-analysis,og:url (https://lucaberton.com/blog/root-cause-analysis/) doesn't match canonical (https://lucaberton.com/blog/root-cause-analysis),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rootly-kubecon-europe-2026-ai-sre-incident-management,og:url (https://lucaberton.com/blog/rootly-kubecon-europe-2026-ai-sre-incident-management/) doesn't match canonical (https://lucaberton.com/blog/rootly-kubecon-europe-2026-ai-sre-incident-management),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/runai-vllm-distributed-inference-mistral-119b-nccl,og:url (https://lucaberton.com/blog/runai-vllm-distributed-inference-mistral-119b-nccl/) doesn't match canonical (https://lucaberton.com/blog/runai-vllm-distributed-inference-mistral-119b-nccl),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/running-openclaw-security-audit-and-managing-warnings,og:url (https://lucaberton.com/blog/running-openclaw-security-audit-and-managing-warnings/) doesn't match canonical (https://lucaberton.com/blog/running-openclaw-security-audit-and-managing-warnings),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-2026-systems-programming,og:url (https://lucaberton.com/blog/rust-2026-systems-programming/) doesn't match canonical (https://lucaberton.com/blog/rust-2026-systems-programming),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-async-runtimes-tokio-2026,og:url (https://lucaberton.com/blog/rust-async-runtimes-tokio-2026/) doesn't match canonical (https://lucaberton.com/blog/rust-async-runtimes-tokio-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-cli-tools-clap-2026,og:url (https://lucaberton.com/blog/rust-cli-tools-clap-2026/) doesn't match canonical (https://lucaberton.com/blog/rust-cli-tools-clap-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-cloud-infrastructure,og:url (https://lucaberton.com/blog/rust-cloud-infrastructure/) doesn't match canonical (https://lucaberton.com/blog/rust-cloud-infrastructure),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-error-handling-production-2026,og:url (https://lucaberton.com/blog/rust-error-handling-production-2026/) doesn't match canonical (https://lucaberton.com/blog/rust-error-handling-production-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-kubernetes-operators-kube-rs-2026,og:url (https://lucaberton.com/blog/rust-kubernetes-operators-kube-rs-2026/) doesn't match canonical (https://lucaberton.com/blog/rust-kubernetes-operators-kube-rs-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-memory-safety-ownership-2026,og:url (https://lucaberton.com/blog/rust-memory-safety-ownership-2026/) doesn't match canonical (https://lucaberton.com/blog/rust-memory-safety-ownership-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-systems-programming-cloud-native,og:url (https://lucaberton.com/blog/rust-systems-programming-cloud-native/) doesn't match canonical (https://lucaberton.com/blog/rust-systems-programming-cloud-native),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-vs-go-infrastructure-2026,og:url (https://lucaberton.com/blog/rust-vs-go-infrastructure-2026/) doesn't match canonical (https://lucaberton.com/blog/rust-vs-go-infrastructure-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-wasm-cloud-native-2026,og:url (https://lucaberton.com/blog/rust-wasm-cloud-native-2026/) doesn't match canonical (https://lucaberton.com/blog/rust-wasm-cloud-native-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rust-zero-cost-abstractions-performance-2026,og:url (https://lucaberton.com/blog/rust-zero-cost-abstractions-performance-2026/) doesn't match canonical (https://lucaberton.com/blog/rust-zero-cost-abstractions-performance-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/saltstack-vs-ansible-configuration-management-2026,og:url (https://lucaberton.com/blog/saltstack-vs-ansible-configuration-management-2026/) doesn't match canonical (https://lucaberton.com/blog/saltstack-vs-ansible-configuration-management-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/scaling-ai-inference-with-vllm-on-rhel-ai-multi-node-deployments,og:url (https://lucaberton.com/blog/scaling-ai-inference-with-vllm-on-rhel-ai-multi-node-deployments/) doesn't match canonical (https://lucaberton.com/blog/scaling-ai-inference-with-vllm-on-rhel-ai-multi-node-deployments),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/scaling-ai-ml-kubernetes-mistakes,og:url (https://lucaberton.com/blog/scaling-ai-ml-kubernetes-mistakes/) doesn't match canonical (https://lucaberton.com/blog/scaling-ai-ml-kubernetes-mistakes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=2026,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=ai,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=ansible,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=cloud,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=containers,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=Containers,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=devops,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=DevOps,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=docker,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=Docker,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=Error+Fix,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=iac,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=installation,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=Installation,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=kubernetes,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=Kubernetes,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=terraform,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=troubleshooting,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=Troubleshooting,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/search?q=tutorial,og:url (https://lucaberton.com/blog/search/) doesn't match canonical (https://lucaberton.com/blog/search),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/secrets-management-vault-vs-external-secrets,og:url (https://lucaberton.com/blog/secrets-management-vault-vs-external-secrets/) doesn't match canonical (https://lucaberton.com/blog/secrets-management-vault-vs-external-secrets),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/securing-ai-workloads-container-isolation,og:url (https://lucaberton.com/blog/securing-ai-workloads-container-isolation/) doesn't match canonical (https://lucaberton.com/blog/securing-ai-workloads-container-isolation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/securing-ai-workloads-with-selinux-on-rhel,og:url (https://lucaberton.com/blog/securing-ai-workloads-with-selinux-on-rhel/) doesn't match canonical (https://lucaberton.com/blog/securing-ai-workloads-with-selinux-on-rhel),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/securing-cloud-operations,og:url (https://lucaberton.com/blog/securing-cloud-operations/) doesn't match canonical (https://lucaberton.com/blog/securing-cloud-operations),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/security-hardening-for-openclaw-on-azure,og:url (https://lucaberton.com/blog/security-hardening-for-openclaw-on-azure/) doesn't match canonical (https://lucaberton.com/blog/security-hardening-for-openclaw-on-azure),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/self-evolving-software-ai-autonomous-code,og:url (https://lucaberton.com/blog/self-evolving-software-ai-autonomous-code/) doesn't match canonical (https://lucaberton.com/blog/self-evolving-software-ai-autonomous-code),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/self-healing-infrastructure-ansible-llm,og:url (https://lucaberton.com/blog/self-healing-infrastructure-ansible-llm/) doesn't match canonical (https://lucaberton.com/blog/self-healing-infrastructure-ansible-llm),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/selinux-cheat-sheet-2026,og:url (https://lucaberton.com/blog/selinux-cheat-sheet-2026/) doesn't match canonical (https://lucaberton.com/blog/selinux-cheat-sheet-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
